image_key,size_category,difficulty,file_size_kb
all_test_images/000000010363.jpg,small,medium,93.88
all_test_images/000000010583.jpg,small,easy,218.52
all_test_images/000000010707.jpg,small,medium,118.19
all_test_images/000000010764.jpg,small,easy,198.19
all_test_images/000000010977.jpg,small,easy,53.61
all_test_images/000000010995.jpg,small,easy,71.58
all_test_images/000000011051.jpg,small,easy,78.85
all_test_images/000000011122.jpg,small,easy,234.1
all_test_images/000000011149.jpg,small,medium,172.62
all_test_images/000000011197.jpg,small,hard,173.04
all_test_images/000000011511.jpg,small,hard,183.75
all_test_images/000000011615.jpg,small,easy,108.41
all_test_images/000000011699.jpg,small,medium,224.98
all_test_images/000000011760.jpg,small,easy,278.13
all_test_images/000000011813.jpg,small,easy,73.04
all_test_images/000000012062.jpg,small,medium,221.81
all_test_images/000000012120.jpg,small,hard,134.62
all_test_images/000000012280.jpg,small,hard,165.06
all_test_images/000000012576.jpg,small,easy,239.02
all_test_images/000000012639.jpg,small,hard,270.03
all_test_images/000000012667.jpg,small,easy,79.82
all_test_images/000000012670.jpg,small,hard,183.35
all_test_images/000000012748.jpg,small,medium,187.79
all_test_images/000000013004.jpg,small,easy,126.14
all_test_images/000000013177.jpg,small,easy,199.57
all_test_images/000000013201.jpg,small,easy,147.67
all_test_images/000000013291.jpg,small,medium,121.96
all_test_images/000000013348.jpg,small,hard,160.63
all_test_images/000000013546.jpg,small,medium,127.33
all_test_images/000000013597.jpg,small,easy,84.88
all_test_images/000000013659.jpg,small,hard,210.25
all_test_images/000000013729.jpg,small,medium,112.78
all_test_images/000000013774.jpg,small,medium,169.37
all_test_images/000000013923.jpg,small,hard,180.46
all_test_images/000000014007.jpg,small,easy,113.23
all_test_images/000000014038.jpg,small,hard,174.28
all_test_images/000000014226.jpg,small,medium,103.3
all_test_images/000000014380.jpg,small,medium,198.35
all_test_images/000000014439.jpg,small,hard,190.65
all_test_images/000000014473.jpg,small,hard,162.5
all_test_images/000000014831.jpg,small,easy,204.56
all_test_images/000000014888.jpg,small,easy,194.51
all_test_images/000000015079.jpg,small,easy,103.72
all_test_images/000000015254.jpg,small,easy,118.0
all_test_images/000000015272.jpg,small,easy,336.49
all_test_images/000000015278.jpg,small,easy,166.92
all_test_images/000000015335.jpg,small,hard,222.17
all_test_images/000000015338.jpg,small,hard,208.9
all_test_images/000000015440.jpg,small,medium,126.37
all_test_images/000000015497.jpg,small,easy,70.92
all_test_images/000000015517.jpg,small,hard,190.05
all_test_images/000000015597.jpg,small,medium,143.95
all_test_images/000000015660.jpg,small,medium,125.18
all_test_images/000000015746.jpg,small,easy,191.44
all_test_images/000000015751.jpg,small,hard,114.34
all_test_images/000000015956.jpg,small,easy,186.84
all_test_images/000000016010.jpg,small,hard,164.9
all_test_images/000000016228.jpg,small,hard,183.21
all_test_images/000000016249.jpg,small,medium,113.86
all_test_images/000000016439.jpg,small,easy,99.57
all_test_images/000000016451.jpg,small,hard,224.67
all_test_images/000000016502.jpg,small,easy,87.71
all_test_images/000000016598.jpg,small,easy,207.69
all_test_images/000000016958.jpg,small,medium,151.62
all_test_images/000000017029.jpg,small,medium,341.73
all_test_images/000000017031.jpg,small,easy,110.36
all_test_images/000000017115.jpg,small,easy,343.28
all_test_images/000000017178.jpg,small,hard,162.69
all_test_images/000000017182.jpg,small,medium,102.93
all_test_images/000000017207.jpg,small,medium,131.68
all_test_images/000000017379.jpg,small,medium,175.54
all_test_images/000000017436.jpg,small,easy,126.81
all_test_images/000000017627.jpg,small,hard,182.59
all_test_images/000000017714.jpg,small,easy,165.19
all_test_images/000000017899.jpg,small,medium,277.53
all_test_images/000000017905.jpg,small,easy,181.12
all_test_images/000000017959.jpg,small,hard,118.81
all_test_images/000000018150.jpg,small,medium,200.57
all_test_images/000000018193.jpg,small,easy,100.23
all_test_images/000000018380.jpg,small,hard,273.11
all_test_images/000000018491.jpg,small,hard,106.98
all_test_images/000000018519.jpg,small,easy,180.33
all_test_images/000000018575.jpg,small,hard,148.13
all_test_images/000000018737.jpg,small,easy,168.88
all_test_images/000000018770.jpg,small,easy,85.5
all_test_images/000000018833.jpg,small,easy,83.25
all_test_images/000000018837.jpg,small,hard,219.12
all_test_images/000000019042.jpg,small,hard,193.27
all_test_images/000000019109.jpg,small,hard,259.66
all_test_images/000000019221.jpg,small,easy,110.05
all_test_images/000000019402.jpg,small,easy,169.56
all_test_images/000000019432.jpg,small,hard,218.2
all_test_images/000000019742.jpg,small,easy,89.2
all_test_images/000000019786.jpg,small,easy,77.42
all_test_images/000000019924.jpg,small,easy,99.97
all_test_images/000000020059.jpg,small,easy,205.39
all_test_images/000000020107.jpg,small,easy,104.32
all_test_images/000000020247.jpg,small,easy,154.94
all_test_images/000000020333.jpg,small,easy,145.6
all_test_images/000000020553.jpg,small,hard,136.83
all_test_images/000000020571.jpg,small,hard,236.75
all_test_images/000000020992.jpg,small,easy,91.13
all_test_images/000000021167.jpg,small,easy,48.3
all_test_images/000000021465.jpg,small,easy,142.11
all_test_images/000000021503.jpg,small,easy,101.33
all_test_images/000000021604.jpg,small,easy,98.19
all_test_images/000000021839.jpg,small,hard,213.88
all_test_images/000000021879.jpg,small,hard,216.4
all_test_images/000000021903.jpg,small,medium,221.79
all_test_images/000000022192.jpg,small,easy,83.76
all_test_images/000000022371.jpg,small,easy,41.83
all_test_images/000000022396.jpg,small,easy,123.18
all_test_images/000000022479.jpg,small,easy,95.28
all_test_images/000000022589.jpg,small,easy,239.1
all_test_images/000000022623.jpg,small,easy,91.11
all_test_images/000000022705.jpg,small,medium,100.04
all_test_images/000000022755.jpg,small,hard,153.55
all_test_images/000000022892.jpg,small,medium,114.99
all_test_images/000000022935.jpg,small,easy,140.26
all_test_images/000000022969.jpg,small,easy,163.6
all_test_images/000000023023.jpg,small,easy,122.59
all_test_images/000000023034.jpg,small,medium,245.07
all_test_images/000000023126.jpg,small,medium,87.83
all_test_images/000000023230.jpg,medium,hard,365.92
all_test_images/000000023272.jpg,small,easy,147.93
all_test_images/000000023359.jpg,small,easy,35.85
all_test_images/000000023666.jpg,small,easy,126.81
all_test_images/000000023751.jpg,small,easy,138.86
all_test_images/000000023781.jpg,small,easy,150.09
all_test_images/000000023899.jpg,small,medium,100.79
all_test_images/000000023937.jpg,small,hard,195.5
all_test_images/000000024021.jpg,small,hard,139.65
all_test_images/000000024027.jpg,small,medium,78.75
all_test_images/000000024144.jpg,small,easy,332.73
all_test_images/000000024243.jpg,small,hard,259.87
all_test_images/000000024567.jpg,small,easy,237.77
all_test_images/000000024610.jpg,small,hard,96.01
all_test_images/000000024919.jpg,small,easy,173.13
all_test_images/000000025057.jpg,small,medium,177.54
all_test_images/000000025096.jpg,small,medium,121.03
all_test_images/000000025139.jpg,small,easy,128.78
all_test_images/000000025181.jpg,small,hard,141.0
all_test_images/000000025228.jpg,small,easy,160.64
all_test_images/000000025386.jpg,small,medium,189.61
all_test_images/000000025393.jpg,small,hard,138.72
all_test_images/000000025394.jpg,small,hard,115.55
all_test_images/000000025424.jpg,small,easy,103.9
all_test_images/000000025560.jpg,small,easy,84.31
all_test_images/000000025593.jpg,small,easy,315.18
all_test_images/000000025603.jpg,small,hard,211.74
all_test_images/000000025986.jpg,small,easy,179.81
all_test_images/000000026204.jpg,small,hard,211.04
all_test_images/000000026465.jpg,small,easy,76.75
all_test_images/000000026564.jpg,small,medium,94.54
all_test_images/000000026690.jpg,small,hard,170.22
all_test_images/000000026926.jpg,small,medium,123.15
all_test_images/000000026941.jpg,small,medium,203.53
all_test_images/000000027186.jpg,small,easy,66.93
all_test_images/000000027620.jpg,small,medium,109.76
all_test_images/000000027696.jpg,small,easy,169.33
all_test_images/000000027768.jpg,small,hard,186.78
all_test_images/000000027932.jpg,small,easy,74.2
all_test_images/000000027972.jpg,small,easy,195.77
all_test_images/000000027982.jpg,small,easy,116.75
all_test_images/000000028285.jpg,small,easy,213.55
all_test_images/000000028449.jpg,small,easy,152.39
all_test_images/000000028452.jpg,small,medium,189.1
all_test_images/000000028809.jpg,small,easy,138.84
all_test_images/000000028993.jpg,small,hard,260.3
all_test_images/000000029187.jpg,small,easy,265.16
all_test_images/000000029393.jpg,small,easy,163.92
all_test_images/000000029397.jpg,small,easy,197.68
all_test_images/000000029596.jpg,small,hard,173.77
all_test_images/000000029640.jpg,small,easy,197.03
all_test_images/000000029675.jpg,small,easy,193.93
all_test_images/000000029984.jpg,small,hard,179.64
all_test_images/000000030213.jpg,small,hard,258.41
all_test_images/000000030494.jpg,small,easy,205.9
all_test_images/000000030504.jpg,small,easy,221.44
all_test_images/000000030675.jpg,small,easy,208.52
all_test_images/000000030785.jpg,small,easy,209.34
all_test_images/000000030828.jpg,small,medium,177.12
all_test_images/000000031050.jpg,small,easy,208.15
all_test_images/000000031093.jpg,small,medium,144.0
all_test_images/000000031118.jpg,small,hard,208.35
all_test_images/000000031217.jpg,small,easy,183.0
all_test_images/000000031248.jpg,small,medium,102.3
all_test_images/000000031269.jpg,small,easy,180.17
all_test_images/000000031296.jpg,small,hard,218.29
all_test_images/000000031322.jpg,small,hard,261.79
all_test_images/000000031620.jpg,small,hard,140.2
all_test_images/000000031735.jpg,small,medium,175.54
all_test_images/000000031749.jpg,small,easy,296.76
all_test_images/000000031817.jpg,small,medium,187.74
all_test_images/000000032038.jpg,small,medium,88.21
all_test_images/000000032081.jpg,small,easy,142.8
all_test_images/000000032285.jpg,small,easy,91.02
all_test_images/000000032334.jpg,small,hard,176.24
all_test_images/000000032570.jpg,small,easy,200.99
all_test_images/000000032610.jpg,small,easy,145.85
all_test_images/000000032735.jpg,small,medium,108.62
all_test_images/000000032811.jpg,small,medium,90.88
all_test_images/000000032817.jpg,small,easy,127.16
all_test_images/000000032861.jpg,small,easy,175.78
all_test_images/000000032887.jpg,small,medium,186.21
all_test_images/000000032901.jpg,small,hard,208.76
all_test_images/000000032941.jpg,small,hard,205.01
all_test_images/000000033005.jpg,small,easy,155.2
all_test_images/000000033104.jpg,small,medium,177.36
all_test_images/000000033109.jpg,small,hard,208.58
all_test_images/000000033114.jpg,small,easy,139.6
all_test_images/000000033221.jpg,small,hard,96.41
all_test_images/000000033368.jpg,small,easy,68.97
all_test_images/000000033638.jpg,small,easy,150.17
all_test_images/000000033707.jpg,small,easy,213.57
all_test_images/000000033759.jpg,medium,medium,369.72
all_test_images/000000033854.jpg,small,hard,191.38
all_test_images/000000034071.jpg,small,easy,48.06
all_test_images/000000034139.jpg,small,easy,143.28
all_test_images/000000034205.jpg,small,easy,115.11
all_test_images/000000034257.jpg,small,easy,155.68
all_test_images/000000034417.jpg,small,hard,128.86
all_test_images/000000034452.jpg,small,easy,212.42
all_test_images/000000034760.jpg,small,medium,147.89
all_test_images/000000034873.jpg,small,hard,92.08
all_test_images/000000035062.jpg,small,medium,124.76
all_test_images/000000035197.jpg,small,medium,132.79
all_test_images/000000035279.jpg,small,easy,231.94
all_test_images/000000035326.jpg,small,hard,122.29
all_test_images/000000035682.jpg,small,hard,176.33
all_test_images/000000035770.jpg,small,easy,97.13
all_test_images/000000035963.jpg,small,easy,305.08
all_test_images/000000036494.jpg,small,hard,134.42
all_test_images/000000036539.jpg,small,medium,139.6
all_test_images/000000036660.jpg,small,easy,131.33
all_test_images/000000036678.jpg,small,hard,173.52
all_test_images/000000036844.jpg,small,hard,104.43
all_test_images/000000036861.jpg,small,easy,119.93
all_test_images/000000036936.jpg,small,medium,127.25
all_test_images/000000037670.jpg,small,easy,115.03
all_test_images/000000037689.jpg,small,hard,160.58
all_test_images/000000037740.jpg,small,medium,107.6
all_test_images/000000037751.jpg,small,medium,220.69
all_test_images/000000037777.jpg,small,hard,39.88
all_test_images/000000037988.jpg,small,medium,66.37
all_test_images/000000038048.jpg,small,medium,47.66
all_test_images/000000038070.jpg,small,easy,76.98
all_test_images/000000038118.jpg,small,easy,108.6
all_test_images/000000038210.jpg,small,medium,139.08
all_test_images/000000038576.jpg,small,easy,107.38
all_test_images/000000038678.jpg,small,medium,180.66
all_test_images/000000038825.jpg,small,easy,239.93
all_test_images/000000038829.jpg,small,hard,208.86
all_test_images/000000039405.jpg,small,hard,116.07
all_test_images/000000039477.jpg,small,hard,230.75
all_test_images/000000039480.jpg,small,easy,75.12
all_test_images/000000039484.jpg,small,hard,118.44
all_test_images/000000039551.jpg,small,easy,150.38
all_test_images/000000039670.jpg,medium,easy,413.56
all_test_images/000000039769.jpg,small,easy,169.07
all_test_images/000000039785.jpg,small,medium,132.89
all_test_images/000000039914.jpg,small,hard,155.89
all_test_images/000000039951.jpg,small,medium,86.37
all_test_images/000000039956.jpg,small,easy,105.02
all_test_images/000000040036.jpg,small,medium,236.93
all_test_images/000000040083.jpg,small,hard,101.71
all_test_images/000000040471.jpg,small,hard,189.68
all_test_images/000000040757.jpg,small,easy,132.58
all_test_images/000000041488.jpg,small,easy,75.77
all_test_images/000000041633.jpg,small,medium,153.62
all_test_images/000000041635.jpg,small,medium,176.2
all_test_images/000000041872.jpg,small,medium,93.42
all_test_images/000000041888.jpg,small,medium,276.28
all_test_images/000000041990.jpg,small,medium,125.61
all_test_images/000000042070.jpg,small,medium,202.71
all_test_images/000000042102.jpg,small,easy,93.93
all_test_images/000000042178.jpg,small,medium,262.15
all_test_images/000000042276.jpg,small,easy,128.82
all_test_images/000000042296.jpg,small,easy,201.11
all_test_images/000000042528.jpg,small,easy,101.49
all_test_images/000000042563.jpg,small,easy,198.51
all_test_images/000000042628.jpg,small,hard,165.58
all_test_images/000000042888.jpg,small,easy,179.77
all_test_images/000000042889.jpg,small,easy,103.95
all_test_images/000000043314.jpg,small,medium,136.84
all_test_images/000000043435.jpg,small,medium,242.41
all_test_images/000000043581.jpg,small,easy,91.54
all_test_images/000000043737.jpg,small,hard,113.71
all_test_images/000000043816.jpg,small,easy,132.46
all_test_images/000000044068.jpg,small,easy,94.79
all_test_images/000000044195.jpg,small,easy,116.08
all_test_images/000000044260.jpg,small,easy,247.62
all_test_images/000000044279.jpg,small,easy,162.22
all_test_images/000000044590.jpg,small,hard,136.17
all_test_images/000000044652.jpg,small,easy,60.02
all_test_images/000000044699.jpg,small,hard,221.55
all_test_images/000000044877.jpg,small,medium,114.87
all_test_images/000000045070.jpg,small,easy,277.9
all_test_images/000000045090.jpg,small,medium,81.88
all_test_images/000000045229.jpg,small,hard,150.46
all_test_images/000000045472.jpg,small,easy,237.35
all_test_images/000000045550.jpg,small,hard,101.08
all_test_images/000000045596.jpg,small,hard,122.81
all_test_images/000000045728.jpg,small,easy,140.09
all_test_images/000000046031.jpg,small,easy,195.54
all_test_images/000000046048.jpg,small,easy,109.6
all_test_images/000000046252.jpg,small,medium,307.53
all_test_images/000000046378.jpg,small,easy,130.47
all_test_images/000000046463.jpg,small,easy,107.9
all_test_images/000000046497.jpg,small,medium,104.12
all_test_images/000000046804.jpg,small,easy,295.44
all_test_images/000000046872.jpg,small,hard,213.14
all_test_images/000000047010.jpg,small,medium,203.42
all_test_images/000000047112.jpg,small,hard,184.47
all_test_images/000000047121.jpg,small,medium,72.14
all_test_images/000000047571.jpg,small,medium,282.65
all_test_images/000000047585.jpg,small,medium,166.96
all_test_images/000000047740.jpg,small,medium,199.58
all_test_images/000000047769.jpg,small,medium,90.71
all_test_images/000000047801.jpg,small,hard,154.91
all_test_images/000000047819.jpg,small,easy,213.41
all_test_images/000000047828.jpg,small,hard,137.23
all_test_images/000000048153.jpg,small,easy,224.74
all_test_images/000000048396.jpg,small,medium,145.06
all_test_images/000000048504.jpg,small,medium,190.19
all_test_images/000000048555.jpg,small,hard,97.48
all_test_images/000000048564.jpg,small,easy,91.02
all_test_images/000000048924.jpg,small,easy,229.42
all_test_images/000000049060.jpg,small,hard,160.64
all_test_images/000000049091.jpg,small,easy,152.1
all_test_images/000000049259.jpg,small,easy,262.38
all_test_images/000000049269.jpg,small,easy,114.89
all_test_images/000000049759.jpg,small,hard,163.9
all_test_images/000000049761.jpg,small,hard,138.77
all_test_images/000000049810.jpg,small,easy,183.31
all_test_images/000000050006.jpg,small,hard,149.32
all_test_images/000000050145.jpg,small,hard,50.81
all_test_images/000000050149.jpg,small,easy,178.94
all_test_images/000000050165.jpg,small,easy,191.14
all_test_images/000000050326.jpg,small,easy,36.56
all_test_images/000000050331.jpg,small,easy,160.69
all_test_images/000000050380.jpg,small,medium,159.12
all_test_images/000000050638.jpg,small,easy,237.95
all_test_images/000000050679.jpg,small,hard,83.38
all_test_images/000000050811.jpg,small,medium,159.19
all_test_images/000000050828.jpg,small,easy,117.16
all_test_images/000000050844.jpg,small,easy,186.88
all_test_images/000000050896.jpg,small,easy,305.22
all_test_images/000000050943.jpg,small,medium,110.09
all_test_images/000000051008.jpg,small,easy,120.24
all_test_images/000000051309.jpg,small,medium,223.24
all_test_images/000000051314.jpg,small,easy,107.04
all_test_images/000000051326.jpg,small,easy,207.36
all_test_images/000000051598.jpg,small,medium,82.36
all_test_images/000000051610.jpg,small,easy,61.95
all_test_images/000000051712.jpg,small,easy,201.83
all_test_images/000000051738.jpg,small,easy,72.02
all_test_images/000000051938.jpg,small,hard,150.58
all_test_images/000000051961.jpg,small,easy,170.07
all_test_images/000000051976.jpg,small,medium,177.8
all_test_images/000000052007.jpg,small,hard,242.97
all_test_images/000000052017.jpg,small,medium,87.0
all_test_images/000000052412.jpg,small,hard,223.06
all_test_images/000000052413.jpg,small,medium,101.69
all_test_images/000000052462.jpg,small,easy,176.66
all_test_images/000000052507.jpg,small,easy,224.92
all_test_images/000000052565.jpg,small,easy,88.75
all_test_images/000000052591.jpg,small,easy,112.99
all_test_images/000000052891.jpg,small,hard,149.78
all_test_images/000000052996.jpg,small,hard,122.37
all_test_images/000000053505.jpg,small,hard,102.82
all_test_images/000000053529.jpg,small,easy,105.23
all_test_images/000000053624.jpg,small,hard,206.68
all_test_images/000000053626.jpg,small,medium,166.86
all_test_images/000000053909.jpg,small,easy,145.52
all_test_images/000000053994.jpg,small,hard,187.02
all_test_images/000000054123.jpg,small,easy,274.96
all_test_images/000000054164.jpg,small,easy,100.93
all_test_images/000000054592.jpg,small,easy,62.73
all_test_images/000000054593.jpg,small,hard,283.7
all_test_images/000000054605.jpg,small,hard,149.7
all_test_images/000000054628.jpg,small,hard,151.65
all_test_images/000000054654.jpg,small,easy,190.65
all_test_images/000000054931.jpg,small,easy,179.2
all_test_images/000000054967.jpg,small,hard,111.69
all_test_images/000000055002.jpg,small,easy,119.75
all_test_images/000000055022.jpg,small,hard,187.73
all_test_images/000000055072.jpg,small,easy,190.15
all_test_images/000000055150.jpg,small,hard,177.95
all_test_images/000000055167.jpg,small,hard,205.36
all_test_images/000000055299.jpg,small,medium,97.65
all_test_images/000000055528.jpg,small,easy,89.52
all_test_images/000000055950.jpg,small,easy,165.03
all_test_images/000000056127.jpg,small,easy,256.56
all_test_images/000000056288.jpg,small,easy,129.05
all_test_images/000000056344.jpg,small,easy,82.6
all_test_images/000000056350.jpg,small,hard,136.45
all_test_images/000000056545.jpg,small,easy,160.29
all_test_images/000000057027.jpg,small,easy,263.68
all_test_images/000000057149.jpg,small,medium,151.21
all_test_images/000000057150.jpg,small,hard,53.22
all_test_images/000000057232.jpg,small,easy,224.56
all_test_images/000000057238.jpg,small,medium,74.03
all_test_images/000000057244.jpg,small,easy,229.12
all_test_images/000000057597.jpg,small,hard,193.12
all_test_images/000000057672.jpg,small,hard,143.81
all_test_images/000000057725.jpg,small,easy,228.03
all_test_images/000000057760.jpg,small,hard,83.69
all_test_images/000000058029.jpg,small,easy,122.51
all_test_images/000000058111.jpg,small,easy,123.06
all_test_images/000000058350.jpg,small,easy,102.74
all_test_images/000000058384.jpg,small,medium,167.81
all_test_images/000000058393.jpg,small,medium,68.85
all_test_images/000000058539.jpg,small,hard,139.03
all_test_images/000000058636.jpg,small,easy,204.31
all_test_images/000000058655.jpg,small,easy,185.73
all_test_images/000000058705.jpg,small,easy,250.58
all_test_images/000000059044.jpg,small,hard,86.14
all_test_images/000000059386.jpg,small,medium,155.77
all_test_images/000000059598.jpg,small,medium,95.32
all_test_images/000000059635.jpg,small,hard,169.67
all_test_images/000000059920.jpg,small,easy,81.02
all_test_images/000000060052.jpg,small,easy,114.92
all_test_images/000000060090.jpg,small,hard,210.72
all_test_images/000000060102.jpg,small,easy,141.47
all_test_images/000000060347.jpg,medium,easy,365.38
all_test_images/000000060363.jpg,small,hard,134.34
all_test_images/000000060449.jpg,small,medium,108.51
all_test_images/000000060507.jpg,small,hard,114.7
all_test_images/000000060770.jpg,small,easy,171.88
all_test_images/000000060823.jpg,small,hard,263.6
all_test_images/000000060835.jpg,small,easy,258.08
all_test_images/000000060855.jpg,small,easy,122.58
all_test_images/000000060886.jpg,small,hard,100.41
all_test_images/000000060899.jpg,small,hard,136.01
all_test_images/000000060932.jpg,small,hard,144.73
all_test_images/000000061108.jpg,small,hard,140.13
all_test_images/000000061171.jpg,small,medium,182.49
all_test_images/000000061268.jpg,small,medium,150.91
all_test_images/000000061333.jpg,small,easy,110.37
all_test_images/000000061418.jpg,small,hard,143.26
all_test_images/000000061471.jpg,small,medium,87.5
all_test_images/000000061584.jpg,small,hard,179.27
all_test_images/000000061658.jpg,small,easy,206.56
all_test_images/000000061747.jpg,small,easy,210.13
all_test_images/000000061960.jpg,small,easy,149.07
all_test_images/000000062025.jpg,small,medium,74.15
all_test_images/000000062353.jpg,medium,hard,373.94
all_test_images/000000062355.jpg,small,medium,221.84
all_test_images/000000062554.jpg,small,easy,137.16
all_test_images/000000062692.jpg,small,easy,162.1
all_test_images/000000062808.jpg,small,hard,223.85
all_test_images/000000063047.jpg,small,hard,215.74
all_test_images/000000063154.jpg,small,easy,171.2
all_test_images/000000063552.jpg,small,easy,135.05
all_test_images/000000063602.jpg,small,easy,78.73
all_test_images/000000063740.jpg,small,hard,107.04
all_test_images/000000063965.jpg,small,easy,122.5
all_test_images/000000064084.jpg,small,medium,158.88
all_test_images/000000064359.jpg,small,easy,119.38
all_test_images/000000064462.jpg,small,easy,107.05
all_test_images/000000064495.jpg,small,easy,245.64
all_test_images/000000064499.jpg,small,easy,198.13
all_test_images/000000064523.jpg,small,hard,137.81
all_test_images/000000064574.jpg,small,easy,118.66
all_test_images/000000064718.jpg,small,easy,190.97
all_test_images/000000064868.jpg,small,hard,93.3
all_test_images/000000064898.jpg,small,medium,171.15
all_test_images/000000065074.jpg,small,easy,190.71
all_test_images/000000065288.jpg,small,hard,263.35
all_test_images/000000065350.jpg,small,hard,186.75
all_test_images/000000065455.jpg,small,hard,173.98
all_test_images/000000065485.jpg,small,medium,103.79
all_test_images/000000065736.jpg,small,easy,88.07
all_test_images/000000065798.jpg,small,hard,219.87
all_test_images/000000066038.jpg,small,hard,254.61
all_test_images/000000066135.jpg,small,easy,103.29
all_test_images/000000066231.jpg,small,hard,159.78
all_test_images/000000066523.jpg,small,easy,91.19
