size_category,image_key,difficulty,file_size_kb
small,000000566524.jpg,hard,257.85
small,000000121417.jpg,hard,172.44
small,000000520301.jpg,easy,99.95
small,000000353970.jpg,easy,124.57
small,000000449406.jpg,easy,158.52
small,000000278705.jpg,medium,148.11
small,000000193743.jpg,hard,79.69
small,000000437514.jpg,medium,229.29
small,000000580197.jpg,medium,80.41
small,000000121506.jpg,medium,141.31
small,000000124277.jpg,hard,320.06
small,000000375278.jpg,medium,124.15
small,000000467848.jpg,medium,259.94
small,000000462643.jpg,easy,77.84
small,000000009891.jpg,hard,128.71
small,000000372307.jpg,medium,232.5
small,000000457848.jpg,hard,142.79
small,000000427649.jpg,medium,98.65
small,000000052591.jpg,easy,112.99
small,000000513181.jpg,hard,143.71
small,000000185472.jpg,hard,196.2
small,000000308476.jpg,easy,215.1
small,000000174123.jpg,medium,192.22
small,000000355240.jpg,medium,89.51
small,000000312549.jpg,easy,109.07
small,000000334521.jpg,medium,199.78
small,000000391144.jpg,easy,246.91
small,000000364322.jpg,hard,285.12
small,000000408696.jpg,medium,117.63
small,000000454798.jpg,hard,192.57
small,000000506656.jpg,medium,171.32
small,000000031620.jpg,hard,140.2
small,000000140203.jpg,hard,105.93
small,000000231831.jpg,easy,93.63
small,000000338304.jpg,hard,110.76
small,000000374052.jpg,hard,87.42
small,000000431848.jpg,medium,101.39
small,000000572462.jpg,hard,137.04
small,000000370270.jpg,medium,129.74
small,000000273493.jpg,medium,34.11
small,000000261888.jpg,medium,147.18
small,000000165257.jpg,easy,140.85
small,000000079034.jpg,hard,315.53
small,000000359677.jpg,medium,93.75
small,000000053624.jpg,hard,206.68
small,000000465180.jpg,medium,218.63
small,000000226147.jpg,medium,186.32
small,000000555705.jpg,easy,143.52
small,000000364884.jpg,hard,134.62
small,000000555050.jpg,hard,121.05
small,000000377239.jpg,medium,167.28
small,000000540414.jpg,hard,257.54
small,000000279730.jpg,medium,76.24
small,000000581100.jpg,medium,153.96
small,000000141821.jpg,medium,221.5
small,000000292446.jpg,hard,215.9
small,000000440184.jpg,hard,124.93
small,000000161978.jpg,hard,110.29
small,000000139872.jpg,medium,225.83
small,000000262487.jpg,medium,297.85
small,000000044652.jpg,easy,60.02
small,000000561889.jpg,easy,181.24
small,000000364297.jpg,easy,77.34
small,000000491683.jpg,medium,116.38
small,000000221708.jpg,medium,204.68
small,000000122606.jpg,medium,220.41
small,000000345361.jpg,medium,135.51
small,000000195165.jpg,hard,164.25
small,000000351559.jpg,easy,70.82
small,000000335177.jpg,medium,149.37
small,000000546626.jpg,easy,40.02
small,000000197796.jpg,hard,172.6
small,000000426268.jpg,hard,193.45
small,000000128598.jpg,easy,168.2
small,000000571264.jpg,easy,141.83
small,000000521717.jpg,medium,85.95
small,000000152214.jpg,easy,261.54
small,000000476787.jpg,hard,155.95
small,000000557672.jpg,medium,132.14
small,000000309964.jpg,medium,227.42
small,000000273232.jpg,medium,102.91
small,000000327780.jpg,easy,188.03
small,000000530470.jpg,hard,78.33
small,000000411774.jpg,easy,83.95
small,000000532690.jpg,medium,107.93
small,000000405205.jpg,easy,101.84
small,000000286660.jpg,easy,172.31
small,000000438304.jpg,easy,262.87
small,000000074200.jpg,hard,112.82
small,000000424551.jpg,medium,103.59
small,000000085682.jpg,hard,191.36
small,000000348216.jpg,easy,77.16
small,000000013546.jpg,medium,127.33
small,000000183246.jpg,hard,126.14
small,000000516708.jpg,easy,121.27
small,000000287714.jpg,medium,147.85
small,000000177539.jpg,easy,128.85
small,000000377723.jpg,hard,208.76
small,000000379332.jpg,medium,82.97
small,000000441491.jpg,medium,143.21
small,000000486040.jpg,medium,176.42
small,000000508312.jpg,easy,89.56
small,000000120572.jpg,easy,211.16
small,000000305609.jpg,medium,173.39
small,000000166521.jpg,easy,85.28
small,000000397303.jpg,hard,155.64
small,000000165336.jpg,easy,218.6
small,000000404923.jpg,medium,290.3
small,000000033109.jpg,hard,208.58
small,000000254516.jpg,hard,182.29
small,000000057672.jpg,hard,143.81
small,000000006723.jpg,hard,195.76
small,000000112298.jpg,hard,60.99
small,000000347254.jpg,hard,129.37
small,000000162858.jpg,hard,135.11
small,000000110449.jpg,easy,80.11
small,000000309655.jpg,hard,212.0
small,000000147338.jpg,easy,164.19
small,000000334977.jpg,easy,60.32
small,000000449909.jpg,easy,140.43
small,000000261982.jpg,medium,113.04
small,000000383289.jpg,medium,156.29
small,000000074256.jpg,hard,144.16
small,000000218362.jpg,easy,178.03
small,000000297427.jpg,medium,191.82
small,000000022479.jpg,easy,95.28
small,000000162035.jpg,medium,135.18
small,000000068078.jpg,medium,77.69
small,000000043435.jpg,medium,242.41
small,000000080340.jpg,hard,145.47
small,000000048924.jpg,easy,229.42
small,000000442836.jpg,medium,301.4
small,000000292488.jpg,easy,43.08
small,000000081988.jpg,medium,109.42
small,000000509403.jpg,medium,318.08
small,000000375469.jpg,easy,78.82
small,000000285788.jpg,medium,194.07
small,000000222094.jpg,hard,122.96
small,000000157847.jpg,medium,149.07
small,000000491130.jpg,medium,105.03
small,000000415716.jpg,medium,131.28
small,000000476119.jpg,medium,199.93
small,000000383842.jpg,hard,178.33
small,000000407574.jpg,easy,234.3
small,000000144706.jpg,medium,94.05
small,000000516318.jpg,medium,116.7
small,000000100723.jpg,hard,157.48
small,000000060363.jpg,hard,134.34
small,000000404191.jpg,easy,137.8
small,000000422706.jpg,medium,206.58
small,000000140286.jpg,medium,138.62
small,000000427034.jpg,medium,169.87
small,000000032811.jpg,medium,90.88
small,000000490470.jpg,medium,202.58
small,000000302030.jpg,easy,149.26
small,000000426203.jpg,hard,196.83
small,000000227044.jpg,medium,89.75
small,000000389684.jpg,medium,153.46
small,000000060102.jpg,easy,141.47
small,000000179214.jpg,easy,181.57
small,000000199681.jpg,easy,81.0
small,000000398810.jpg,easy,128.47
small,000000046497.jpg,medium,104.12
small,000000117719.jpg,hard,129.09
small,000000396338.jpg,hard,185.3
small,000000224337.jpg,medium,91.29
small,000000354072.jpg,medium,96.08
small,000000074092.jpg,hard,154.39
small,000000513283.jpg,medium,82.42
small,000000125072.jpg,hard,107.57
small,000000190753.jpg,hard,234.31
small,000000125257.jpg,medium,194.76
small,000000393569.jpg,medium,112.16
small,000000325838.jpg,medium,98.93
small,000000461275.jpg,easy,164.32
small,000000295316.jpg,hard,176.65
small,000000249550.jpg,medium,153.59
small,000000537053.jpg,easy,288.15
small,000000474028.jpg,hard,240.74
small,000000309391.jpg,hard,239.59
small,000000544052.jpg,easy,245.24
small,000000239347.jpg,easy,156.11
small,000000515266.jpg,medium,275.31
small,000000442480.jpg,medium,210.25
small,000000186624.jpg,medium,197.63
small,000000016451.jpg,hard,224.67
small,000000455716.jpg,easy,317.01
small,000000080671.jpg,easy,99.92
small,000000182805.jpg,medium,126.77
small,000000352618.jpg,easy,54.91
small,000000183104.jpg,easy,104.76
small,000000132544.jpg,hard,163.46
small,000000414261.jpg,easy,164.13
small,000000552612.jpg,hard,147.07
small,000000293858.jpg,medium,153.17
small,000000572408.jpg,medium,231.71
small,000000401250.jpg,easy,27.24
small,000000424721.jpg,medium,161.78
small,000000045090.jpg,medium,81.88
small,000000146489.jpg,easy,182.43
small,000000185292.jpg,medium,122.91
small,000000419601.jpg,medium,119.29
small,000000407868.jpg,hard,169.3
small,000000206487.jpg,hard,247.91
small,000000425221.jpg,hard,150.8
small,000000154000.jpg,easy,157.83
small,000000344888.jpg,hard,276.97
small,000000010707.jpg,medium,118.19
small,000000474452.jpg,hard,100.2
small,000000056350.jpg,hard,136.45
small,000000179765.jpg,easy,182.64
small,000000042178.jpg,medium,262.15
small,000000324258.jpg,hard,96.1
small,000000515982.jpg,medium,141.71
small,000000084752.jpg,hard,141.74
small,000000559099.jpg,hard,208.02
small,000000450399.jpg,hard,126.24
small,000000549055.jpg,easy,133.85
small,000000392228.jpg,easy,131.17
small,000000261796.jpg,easy,134.03
small,000000427500.jpg,medium,154.14
small,000000279714.jpg,medium,124.46
small,000000062692.jpg,easy,162.1
small,000000200162.jpg,easy,201.6
small,000000437239.jpg,hard,170.64
small,000000132622.jpg,easy,176.38
small,000000107554.jpg,medium,218.89
small,000000490125.jpg,hard,119.67
small,000000061584.jpg,hard,179.27
small,000000084674.jpg,medium,124.96
small,000000000776.jpg,easy,172.28
small,000000433980.jpg,easy,176.61
small,000000561679.jpg,medium,230.52
small,000000399462.jpg,medium,136.16
small,000000314264.jpg,medium,169.67
small,000000301376.jpg,hard,89.96
small,000000316404.jpg,easy,148.62
small,000000479155.jpg,hard,167.01
small,000000537153.jpg,medium,106.03
small,000000137246.jpg,hard,48.23
small,000000161799.jpg,hard,160.4
small,000000170545.jpg,medium,73.12
small,000000263403.jpg,easy,168.1
small,000000010363.jpg,medium,93.88
small,000000048153.jpg,easy,224.74
small,000000499181.jpg,hard,171.48
small,000000330818.jpg,hard,257.97
small,000000276024.jpg,hard,223.84
small,000000281032.jpg,easy,130.23
small,000000508730.jpg,medium,254.28
small,000000000724.jpg,medium,127.06
small,000000107851.jpg,hard,168.87
small,000000217948.jpg,easy,287.03
small,000000439290.jpg,easy,188.06
small,000000512776.jpg,easy,119.41
small,000000117374.jpg,medium,217.03
small,000000460841.jpg,medium,85.5
small,000000251140.jpg,medium,108.05
small,000000078170.jpg,medium,151.75
small,000000391375.jpg,easy,171.8
small,000000187734.jpg,hard,139.55
small,000000439593.jpg,hard,165.78
small,000000518213.jpg,medium,285.97
small,000000176799.jpg,medium,141.35
small,000000458702.jpg,medium,237.22
small,000000404922.jpg,medium,111.77
small,000000118209.jpg,easy,224.19
small,000000082846.jpg,easy,254.42
small,000000446651.jpg,medium,145.13
small,000000136033.jpg,medium,120.43
small,000000491497.jpg,easy,104.51
small,000000301867.jpg,medium,256.41
small,000000577976.jpg,medium,151.16
small,000000017182.jpg,medium,102.93
small,000000229358.jpg,medium,82.32
small,000000285047.jpg,easy,76.16
small,000000057149.jpg,medium,151.21
small,000000216296.jpg,medium,72.18
small,000000519491.jpg,medium,122.8
small,000000222455.jpg,easy,172.78
small,000000319534.jpg,hard,180.31
small,000000298396.jpg,hard,240.54
small,000000465822.jpg,hard,109.09
small,000000532058.jpg,medium,86.58
small,000000061171.jpg,medium,182.49
small,000000094326.jpg,easy,170.45
small,000000311392.jpg,medium,167.98
small,000000301718.jpg,medium,183.1
small,000000081394.jpg,medium,232.13
small,000000028449.jpg,easy,152.39
small,000000357748.jpg,hard,198.81
small,000000249025.jpg,easy,123.18
small,000000187236.jpg,medium,127.95
small,000000003845.jpg,easy,159.76
small,000000442456.jpg,medium,166.68
small,000000473015.jpg,hard,223.9
small,000000253386.jpg,medium,81.78
small,000000111207.jpg,easy,198.25
small,000000083540.jpg,medium,163.71
small,000000193884.jpg,easy,167.45
small,000000301421.jpg,medium,80.55
small,000000455937.jpg,medium,243.98
small,000000348881.jpg,medium,159.16
small,000000534041.jpg,hard,114.31
small,000000320232.jpg,hard,108.89
small,000000266206.jpg,medium,149.69
small,000000540962.jpg,medium,113.28
small,000000032285.jpg,easy,91.02
small,000000497867.jpg,hard,173.41
small,000000335800.jpg,easy,212.2
small,000000044590.jpg,hard,136.17
small,000000266892.jpg,hard,218.46
small,000000044068.jpg,easy,94.79
small,000000062808.jpg,hard,223.85
small,000000119911.jpg,hard,155.71
small,000000434459.jpg,hard,292.1
small,000000455219.jpg,medium,278.64
small,000000539883.jpg,medium,166.91
small,000000100238.jpg,medium,223.66
small,000000441468.jpg,hard,129.51
small,000000292908.jpg,medium,159.04
small,000000474344.jpg,medium,248.47
small,000000538364.jpg,hard,208.56
small,000000348488.jpg,medium,183.86
small,000000546823.jpg,hard,189.31
small,000000356169.jpg,hard,162.51
small,000000181969.jpg,easy,272.17
small,000000079588.jpg,hard,220.87
small,000000017899.jpg,medium,277.53
small,000000155051.jpg,easy,55.22
small,000000534270.jpg,hard,58.89
small,000000509699.jpg,easy,130.84
small,000000089648.jpg,hard,165.77
small,000000477227.jpg,hard,218.34
small,000000048555.jpg,hard,97.48
small,000000314709.jpg,easy,122.07
small,000000268000.jpg,medium,127.28
small,000000154213.jpg,easy,131.16
small,000000097022.jpg,easy,174.13
small,000000441543.jpg,hard,189.18
small,000000212453.jpg,hard,180.74
small,000000093965.jpg,easy,304.2
small,000000373705.jpg,hard,87.94
small,000000223182.jpg,hard,286.91
small,000000479448.jpg,easy,126.24
small,000000371552.jpg,hard,203.03
small,000000239537.jpg,easy,134.6
small,000000532855.jpg,easy,169.8
small,000000353518.jpg,hard,129.36
small,000000484404.jpg,hard,133.76
small,000000450075.jpg,medium,259.74
small,000000078915.jpg,hard,290.62
small,000000178028.jpg,medium,121.24
small,000000396526.jpg,hard,103.19
small,000000523807.jpg,medium,122.74
small,000000361506.jpg,medium,108.17
small,000000165518.jpg,easy,104.25
small,000000260105.jpg,easy,197.22
small,000000569059.jpg,hard,108.2
small,000000405691.jpg,medium,207.62
small,000000492878.jpg,medium,265.41
small,000000127270.jpg,medium,109.47
small,000000016249.jpg,medium,113.86
small,000000109313.jpg,easy,122.74
small,000000175443.jpg,medium,146.88
small,000000095862.jpg,hard,66.43
small,000000050811.jpg,medium,159.19
small,000000491213.jpg,medium,190.51
small,000000151657.jpg,easy,155.1
small,000000014831.jpg,easy,204.56
small,000000500270.jpg,hard,106.92
small,000000345261.jpg,easy,104.67
small,000000500826.jpg,easy,97.14
small,000000084362.jpg,medium,93.3
small,000000182417.jpg,easy,128.91
small,000000426836.jpg,medium,275.99
small,000000378284.jpg,medium,172.82
small,000000155341.jpg,hard,157.07
small,000000350054.jpg,easy,104.35
small,000000346703.jpg,medium,215.84
small,000000302990.jpg,medium,204.01
small,000000534673.jpg,medium,186.4
small,000000459662.jpg,medium,112.07
small,000000328430.jpg,hard,120.6
small,000000463849.jpg,hard,244.31
small,000000515077.jpg,hard,110.96
small,000000177861.jpg,hard,200.31
small,000000148730.jpg,medium,130.96
small,000000382030.jpg,medium,118.38
small,000000136334.jpg,medium,134.66
small,000000361551.jpg,hard,92.53
small,000000000885.jpg,hard,108.83
small,000000554328.jpg,medium,178.73
small,000000335081.jpg,easy,200.58
small,000000416170.jpg,medium,310.5
small,000000266981.jpg,hard,119.13
small,000000493772.jpg,medium,220.5
small,000000536343.jpg,easy,20.19
small,000000564091.jpg,medium,109.81
small,000000550349.jpg,medium,200.6
small,000000421757.jpg,medium,154.53
small,000000550691.jpg,hard,160.83
small,000000296222.jpg,medium,115.84
small,000000415536.jpg,medium,274.87
small,000000016958.jpg,medium,151.62
small,000000405432.jpg,easy,97.86
small,000000476215.jpg,medium,150.39
small,000000405279.jpg,hard,115.58
small,000000060090.jpg,hard,210.72
small,000000025986.jpg,easy,179.81
small,000000545219.jpg,medium,154.32
small,000000116439.jpg,medium,154.77
small,000000203389.jpg,hard,191.81
small,000000025096.jpg,medium,121.03
small,000000281693.jpg,easy,154.73
small,000000070739.jpg,medium,103.96
small,000000425226.jpg,hard,199.45
small,000000163314.jpg,hard,94.62
small,000000301563.jpg,medium,74.98
small,000000443969.jpg,medium,196.14
small,000000458410.jpg,medium,238.77
small,000000020553.jpg,hard,136.83
small,000000530099.jpg,easy,63.22
small,000000442993.jpg,hard,139.92
small,000000218091.jpg,medium,164.0
small,000000504580.jpg,easy,163.48
small,000000231237.jpg,easy,104.07
small,000000519338.jpg,easy,198.6
small,000000445834.jpg,medium,190.88
small,000000261036.jpg,medium,95.13
small,000000144798.jpg,medium,119.58
small,000000484029.jpg,hard,127.74
small,000000471893.jpg,hard,113.11
small,000000276285.jpg,medium,231.16
small,000000245173.jpg,medium,214.64
small,000000006471.jpg,hard,93.86
small,000000269942.jpg,hard,96.99
small,000000133233.jpg,hard,112.77
small,000000516143.jpg,medium,170.72
small,000000263425.jpg,easy,262.16
small,000000452515.jpg,medium,61.79
small,000000347693.jpg,easy,101.0
small,000000167486.jpg,hard,139.87
small,000000575970.jpg,medium,179.61
small,000000395388.jpg,hard,222.14
small,000000400803.jpg,medium,212.88
small,000000533536.jpg,easy,123.93
small,000000541664.jpg,easy,150.33
small,000000549220.jpg,medium,125.47
small,000000416745.jpg,easy,116.92
small,000000414638.jpg,easy,143.21
small,000000263969.jpg,easy,239.12
small,000000374083.jpg,medium,148.57
small,000000235836.jpg,medium,312.87
small,000000186938.jpg,easy,193.3
small,000000529966.jpg,easy,170.76
small,000000205514.jpg,hard,164.75
small,000000088040.jpg,medium,276.11
small,000000322163.jpg,hard,193.51
small,000000574810.jpg,easy,96.57
small,000000499266.jpg,hard,127.41
small,000000395343.jpg,medium,152.61
small,000000195842.jpg,medium,115.28
small,000000431568.jpg,easy,263.67
small,000000134882.jpg,medium,255.72
small,000000351362.jpg,medium,112.76
small,000000047740.jpg,medium,199.58
small,000000237118.jpg,easy,231.73
small,000000312421.jpg,hard,147.07
small,000000210230.jpg,hard,197.89
small,000000303499.jpg,hard,143.06
small,000000480936.jpg,medium,113.49
small,000000226903.jpg,hard,114.65
small,000000323709.jpg,easy,123.89
small,000000269632.jpg,hard,147.0
small,000000183709.jpg,hard,105.32
small,000000044279.jpg,easy,162.22
small,000000484351.jpg,hard,212.36
small,000000488251.jpg,hard,170.8
small,000000286553.jpg,hard,123.37
small,000000347335.jpg,easy,184.11
small,000000472623.jpg,medium,145.92
small,000000385719.jpg,easy,143.77
small,000000356428.jpg,medium,148.22
small,000000160772.jpg,hard,129.71
small,000000036494.jpg,hard,134.42
small,000000406417.jpg,medium,112.56
small,000000205401.jpg,hard,65.37
small,000000132703.jpg,easy,142.48
small,000000458790.jpg,easy,30.1
small,000000553511.jpg,hard,136.8
small,000000116068.jpg,medium,93.12
small,000000049060.jpg,hard,160.64
small,000000543528.jpg,easy,115.35
small,000000377497.jpg,easy,80.29
small,000000484760.jpg,easy,215.58
small,000000340697.jpg,hard,136.27
small,000000246308.jpg,medium,147.15
small,000000281447.jpg,medium,213.87
small,000000259830.jpg,medium,147.66
small,000000416534.jpg,medium,95.33
small,000000112110.jpg,easy,123.85
small,000000231508.jpg,hard,146.58
small,000000265518.jpg,easy,217.6
small,000000003255.jpg,hard,155.38
small,000000270474.jpg,easy,119.96
small,000000504415.jpg,hard,135.97
small,000000097994.jpg,medium,137.28
small,000000206135.jpg,medium,90.39
small,000000454404.jpg,medium,168.21
small,000000232684.jpg,easy,75.91
small,000000102331.jpg,easy,120.62
small,000000345385.jpg,easy,197.68
small,000000415194.jpg,medium,130.03
small,000000157365.jpg,medium,118.11
small,000000456394.jpg,medium,34.22
small,000000082696.jpg,hard,97.46
small,000000011699.jpg,medium,224.98
small,000000232088.jpg,easy,168.58
small,000000374369.jpg,easy,86.51
small,000000330369.jpg,hard,121.67
small,000000007816.jpg,hard,167.69
small,000000371749.jpg,medium,102.04
small,000000057027.jpg,easy,263.68
small,000000334483.jpg,hard,232.6
small,000000361147.jpg,hard,177.43
small,000000558558.jpg,medium,84.89
small,000000531134.jpg,hard,134.76
small,000000334371.jpg,hard,135.53
small,000000459500.jpg,medium,127.77
small,000000554579.jpg,medium,222.47
small,000000290771.jpg,hard,250.02
small,000000566758.jpg,medium,220.51
small,000000363461.jpg,easy,191.58
small,000000388215.jpg,easy,178.12
small,000000214200.jpg,medium,137.04
small,000000084477.jpg,medium,153.14
small,000000002592.jpg,easy,100.6
small,000000065288.jpg,hard,263.35
small,000000561009.jpg,easy,117.07
small,000000532530.jpg,hard,101.97
small,000000333697.jpg,easy,182.07
small,000000276720.jpg,hard,133.72
small,000000142324.jpg,hard,140.45
small,000000081766.jpg,medium,281.29
small,000000244833.jpg,hard,105.73
small,000000336209.jpg,easy,109.64
small,000000435880.jpg,medium,272.99
small,000000034452.jpg,easy,212.42
small,000000089556.jpg,hard,204.42
small,000000217872.jpg,easy,50.99
small,000000243626.jpg,easy,86.26
small,000000059635.jpg,hard,169.67
small,000000100624.jpg,hard,80.28
small,000000497599.jpg,medium,156.25
small,000000393282.jpg,easy,293.76
small,000000163257.jpg,medium,132.81
small,000000142585.jpg,hard,113.65
small,000000397354.jpg,hard,106.49
small,000000217753.jpg,easy,231.81
small,000000270122.jpg,medium,144.48
small,000000326970.jpg,medium,161.29
small,000000236592.jpg,easy,95.1
small,000000344611.jpg,easy,120.99
small,000000376310.jpg,easy,232.32
small,000000509014.jpg,hard,131.74
small,000000289059.jpg,easy,142.71
small,000000297396.jpg,easy,140.8
small,000000081738.jpg,medium,134.92
small,000000488710.jpg,easy,112.5
small,000000422886.jpg,easy,276.16
small,000000292225.jpg,medium,36.46
small,000000390902.jpg,easy,90.69
small,000000259690.jpg,hard,285.0
small,000000382734.jpg,easy,133.23
small,000000423229.jpg,hard,287.33
small,000000575372.jpg,easy,96.23
small,000000042528.jpg,easy,101.49
small,000000256941.jpg,easy,91.63
small,000000565012.jpg,hard,248.71
small,000000547502.jpg,medium,315.52
small,000000128112.jpg,medium,156.01
small,000000047121.jpg,medium,72.14
small,000000006818.jpg,easy,75.72
small,000000371699.jpg,medium,234.72
small,000000482970.jpg,easy,89.63
small,000000398652.jpg,hard,269.07
small,000000227187.jpg,hard,285.75
small,000000224807.jpg,hard,202.95
small,000000329219.jpg,medium,161.95
small,000000519522.jpg,easy,179.87
small,000000480985.jpg,hard,138.05
small,000000515579.jpg,medium,83.04
small,000000325991.jpg,easy,120.32
small,000000523241.jpg,hard,77.35
small,000000218424.jpg,easy,314.02
small,000000287874.jpg,hard,210.36
small,000000453166.jpg,medium,159.41
small,000000038829.jpg,hard,208.86
small,000000061471.jpg,medium,87.5
small,000000502732.jpg,easy,98.81
small,000000357816.jpg,medium,173.25
small,000000445248.jpg,easy,290.85
small,000000450758.jpg,easy,152.86
small,000000507081.jpg,medium,149.25
small,000000276018.jpg,hard,168.98
small,000000463618.jpg,medium,197.43
small,000000286422.jpg,hard,128.44
small,000000096960.jpg,easy,239.98
small,000000297830.jpg,medium,267.91
small,000000282296.jpg,medium,95.98
small,000000098633.jpg,easy,84.64
small,000000188439.jpg,medium,274.74
small,000000539962.jpg,hard,165.89
small,000000270705.jpg,easy,134.8
small,000000263474.jpg,easy,95.56
